x		y
0.0000000000	0.0000000000
0.4142135624	0.7320508076
0.8284271247	0.4641016151
0.2426406871	0.1961524227
0.6568542495	0.9282032303
0.0710678119	0.6602540378
0.4852813742	0.3923048454
0.8994949366	0.1243556530
0.3137084990	0.8564064606
0.7279220614	0.5884572681
0.1421356237	0.3205080757
0.5563491861	0.0525588833
0.9705627485	0.7846096908
0.3847763109	0.5166604984
0.7989898732	0.2487113060
0.2132034356	0.9807621135
0.6274169980	0.7128129211
0.0416305603	0.4448637287
0.4558441227	0.1769145362
0.8700576851	0.9089653438
0.2842712475	0.6410161514
0.6984848098	0.3730669589
0.1126983722	0.1051177665
0.5269119346	0.8371685741
0.9411254970	0.5692193817
0.3553390593	0.3012701892
0.7695526217	0.0333209968
0.1837661841	0.7653718044
0.5979797464	0.4974226119
0.0121933088	0.2294734195
0.4264068712	0.9615242271
0.8406204336	0.6935750346
0.2548339959	0.4256258422
0.6690475583	0.1576766498
0.0832611207	0.8897274573
0.4974746831	0.6217782649
0.9116882454	0.3538290725
0.3259018078	0.0858798800
0.7401153702	0.8179306876
0.1543289326	0.5499814952
0.5685424949	0.2820323028
0.9827560573	0.0140831103
0.3969696197	0.7461339179
0.8111831820	0.4781847255
0.2253967444	0.2102355330
0.6396103068	0.9422863406
0.0538238692	0.6743371482
0.4680374315	0.4063879557
0.8822509939	0.1384387633
0.2964645563	0.8704895709
0.7106781187	0.6025403784
0.1248916810	0.3345911860
0.5391052434	0.0666419936
0.9533188058	0.7986928012
0.3675323681	0.5307436087
0.7817459305	0.2627944163
0.1959594929	0.9948452239
0.6101730553	0.7268960314
0.0243866176	0.4589468390
0.4386001800	0.1909976466
0.8528137424	0.9230484541
0.2670273048	0.6550992617
0.6812408671	0.3871500693
0.0954544295	0.1192008768
0.5096679919	0.8512516844
0.9238815543	0.5833024920
0.3380951166	0.3153532995
0.7523086790	0.0474041071
0.1665222414	0.7794549147
0.5807358037	0.5115057223
0.9949493661	0.2435565298
0.4091629285	0.9756073374
0.8233764909	0.7076581450
0.2375900532	0.4397089525
0.6518036156	0.1717597601
0.0660171780	0.9038105677
0.4802307404	0.6358613752
0.8944443027	0.3679121828
0.3086578651	0.0999629904
0.7228714275	0.8320137979
0.1370849898	0.5640646055
0.5512985522	0.2961154131
0.9655121146	0.0281662206
0.3797256770	0.7602170282
0.7939392393	0.4922678358
0.2081528017	0.2243186434
0.6223663641	0.9563694509
0.0365799265	0.6884202585
0.4507934888	0.4204710661
0.8650070512	0.1525218736
0.2792206136	0.8845726812
0.6934341760	0.6166234888
0.1076477383	0.3486742963
0.5218613007	0.0807251039
0.9360748631	0.8127759115
0.3502884254	0.5448267190
0.7645019878	0.2768775266
0.1787155502	0.0089283342
0.5929291126	0.7409791417
0.0071426749	0.4730299493
0.4213562373	0.2050807569
0.8355697997	0.9371315645
0.2497833621	0.6691823720
0.6639969244	0.4012331796
0.0782104868	0.1332839872
0.4924240492	0.8653347947
0.9066376115	0.5973856023
0.3208511739	0.3294364099
0.7350647363	0.0614872174
0.1492782987	0.7935380250
0.5634918610	0.5255888326
0.9777054234	0.2576396401
0.3919189858	0.9896904477
0.8061325482	0.7217412553
0.2203461105	0.4537920629
0.6345596729	0.1858428704
0.0487732353	0.9178936780
0.4629867977	0.6499444856
0.8772003600	0.3819952931
0.2914139224	0.1140461007
0.7056274848	0.8460969083
0.1198410471	0.5781477158
0.5340546095	0.3101985234
0.9482681719	0.0422493310
0.3624817343	0.7743001385
0.7766952966	0.5063509461
0.1909088590	0.2384017537
0.6051224214	0.9704525612
0.0193359838	0.7025033688
0.4335495461	0.4345541764
0.8477631085	0.1666049840
0.2619766709	0.8986557915
0.6761902332	0.6307065991
0.0904037956	0.3627574067
0.5046173580	0.0948082142
0.9188309204	0.8268590218
0.3330444827	0.5589098294
0.7472580451	0.2909606369
0.1614716075	0.0230114445
0.5756851699	0.7550622521
0.9898987322	0.4871130596
0.4041122946	0.2191638672
0.8183258570	0.9512146748
0.2325394194	0.6832654823
0.6467529817	0.4153162899
0.0609665441	0.1473670975
0.4751801065	0.8794179051
0.8893936688	0.6114687126
0.3036072312	0.3435195202
0.7178207936	0.0755703278
0.1320343560	0.8076211353
0.5462479183	0.5396719429
0.9604614807	0.2717227505
0.3746750431	0.0037735580
0.7888886055	0.7358243656
0.2031021678	0.4678751732
0.6173157302	0.1999259807
0.0315292926	0.9319767883
0.4457428549	0.6640275959
0.8599564173	0.3960784035
0.2741699797	0.1281292110
0.6883835421	0.8601800186
0.1025971044	0.5922308262
0.5168106668	0.3242816337
0.9310242292	0.0563324413
0.3452377916	0.7883832489
0.7594513539	0.5204340564
0.1736649163	0.2524848640
0.5878784787	0.9845356716
0.0020920411	0.7165864791
0.4163056034	0.4486372867
0.8305191658	0.1806880943
0.2447327282	0.9127389018
0.6589462905	0.6447897094
0.0731598529	0.3768405170
0.4873734153	0.1088913246
0.9015869777	0.8409421321
0.3158005400	0.5729929397
0.7300141024	0.3050437473
0.1442276648	0.0370945548
0.5584412272	0.7691453624
0.9726547895	0.5011961700
0.3868683519	0.2332469775
0.8010819143	0.9652977851
0.2152954766	0.6973485927
0.6295090390	0.4293994002
0.0437226014	0.1614502078
0.4579361638	0.8935010154
0.8721497261	0.6255518229
0.2863632885	0.3576026305
0.7005768509	0.0896534381
0.1147904133	0.8217042457
0.5290039756	0.5537550532
0.9432175380	0.2858058608
0.3574311004	0.0178566684
0.7716446628	0.7499074759
0.1858582251	0.4819582835
0.6000717875	0.2140090911
0.0142853499	0.9460598986
0.4284989122	0.6781107062
0.8427124746	0.4101615138
0.2569260370	0.1422123213
0.6711395994	0.8742631289
0.0853531617	0.6063139365
0.4995667241	0.3383647441
0.9137802865	0.0704155516
0.3279938489	0.8024663592
0.7422074112	0.5345171668
0.1564209736	0.2665679743
0.5706345360	0.9986187819
0.9848480983	0.7306695895
0.3990616607	0.4627203970
0.8132752231	0.1947712046
0.2274887855	0.9268220122
0.6417023478	0.6588728197
0.0559159102	0.3909236273
0.4701294726	0.1229744349
0.8843430350	0.8550252424
0.2985565973	0.5870760500
0.7127701597	0.3191268576
0.1269837221	0.0511776652
0.5411972845	0.7832284727
0.9554108468	0.5152792803
0.3696244092	0.2473300879
0.7838379716	0.9793808954
0.1980515339	0.7114317030
0.6122650963	0.4434825106
0.0264786587	0.1755333181
0.4406922211	0.9075841257
0.8549057834	0.6396349333
0.2691193458	0.3716857408
0.6833329082	0.1037365484
0.0975464706	0.8357873560
0.5117600329	0.5678381635
0.9259735953	0.2998889711
0.3401871577	0.0319397787
0.7544007201	0.7639905863
0.1686142824	0.4960413938
0.5828278448	0.2280922014
0.9970414072	0.9601430090
0.4112549695	0.6921938165
0.8254685319	0.4242446241
0.2396820943	0.1562954317
0.6538956567	0.8883462392
0.0681092190	0.6203970468
0.4823227814	0.3524478544
0.8965363438	0.0844986619
0.3107499062	0.8165494695
0.7249634685	0.5486002771
0.1391770309	0.2806510847
0.5533905933	0.0127018922
0.9676041556	0.7447526998
0.3818177180	0.4768035074
0.7960312804	0.2088543149
0.2102448428	0.9409051225
0.6244584051	0.6729559301
0.0386719675	0.4050067376
0.4528855299	0.1370575452
0.8670990923	0.8691083528
0.2813126546	0.6011591603
0.6955262170	0.3332099679
0.1097397794	0.0652607755
0.5239533418	0.7973115830
0.9381669041	0.5293623906
0.3523804665	0.2614131982
0.7665940289	0.9934640058
0.1808075912	0.7255148133
0.5950211536	0.4575656209
0.0092347160	0.1896164285
0.4234482784	0.9216672360
0.8376618407	0.6537180436
0.2518754031	0.3857688512
0.6660889655	0.1178196587
0.0803025279	0.8498704663
0.4945160902	0.5819212739
0.9087296526	0.3139720814
0.3229432150	0.0460228890
0.7371567773	0.7780736966
0.1513703397	0.5101245041
0.5655839021	0.2421753117
0.9797974645	0.9742261193
0.3940110268	0.7062769269
0.8082245892	0.4383277344
0.2224381516	0.1703785420
0.6366517140	0.9024293496
0.0508652763	0.6344801571
0.4650788387	0.3665309647
0.8792924011	0.0985817723
0.2935059635	0.8306325798
0.7077195258	0.5626833874
0.1219330882	0.2947341950
0.5361466506	0.0267850025
0.9503602129	0.7588358101
0.3645737753	0.4908866177
0.7787873377	0.2229374252
0.1930009001	0.9549882328
0.6072144624	0.6870390404
0.0214280248	0.4190898480
0.4356415872	0.1511406555
0.8498551496	0.8831914631
0.2640687119	0.6152422707
0.6782822743	0.3472930782
0.0924958367	0.0793438858
0.5067093990	0.8113946934
0.9209229614	0.5434455009
0.3351365238	0.2754963085
0.7493500862	0.0075471161
0.1635636485	0.7395979236
0.5777772109	0.4716487312
0.9919907733	0.2036995388
0.4062043357	0.9357503464
0.8204178980	0.6678011539
0.2346314604	0.3998519615
0.6488450228	0.1319027691
0.0630585852	0.8639535766
0.4772721475	0.5960043842
0.8914857099	0.3280551918
0.3056992723	0.0601059993
0.7199128346	0.7921568069
0.1341263970	0.5242076145
0.5483399594	0.2562584220
0.9625535218	0.9883092296
0.3767670841	0.7203600372
0.7909806465	0.4524108447
0.2051942089	0.1844616523
0.6194077713	0.9165124599
0.0336213336	0.6485632675
0.4478348960	0.3806140750
0.8620484584	0.1126648826
0.2762620207	0.8447156902
0.6904755831	0.5767664977
0.1046891455	0.3088173053
0.5189027079	0.0408681129
0.9331162702	0.7729189204
0.3473298326	0.5049697280
0.7615433950	0.2370205356
0.1757569574	0.9690713431
0.5899705197	0.7011221507
0.0041840821	0.4331729583
0.4183976445	0.1652237658
0.8326112069	0.8972745734
0.2468247692	0.6293253810
0.6610383316	0.3613761886
0.0752518940	0.0934269961
0.4894654563	0.8254778037
0.9036790187	0.5575286113
0.3178925811	0.2895794188
0.7321061435	0.0216302264
0.1463197058	0.7536810340
0.5605332682	0.4857318415
0.9747468306	0.2177826491
0.3889603930	0.9498334567
0.8031739553	0.6818842642
0.2173875177	0.4139350718
0.6316010801	0.1459858794
0.0458146424	0.8780366870
0.4600282048	0.6100874945
0.8742417672	0.3421383021
0.2884553296	0.0741891097
0.7026688919	0.8062399172
0.1168824543	0.5382907248
0.5310960167	0.2703415324
0.9453095791	0.0023923399
0.3595231414	0.7344431475
0.7737367038	0.4664939551
